sentence,compQ,compRespL,compRespR,compRespCorr,incongruentambiguous,criticalSentenceCode,image,ambiguous,critical,congruent,Incongruent,Single,block,imageCorrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponsePreStart.keys,keyResponsePreStart.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_2.keys,key_resp_4.keys,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,IRI_13,IRI_FL_13,space_13,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,IRI_16,IRI_FL_16,space_16,key_resp_2.rt,key_resp_4.rt,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,IRI_20,IRI_FL_20,space_20,rest_keyresponse.keys,rest_keyresponse.rt,session,participant,level,frameRate,expName,date,group,
Este año cuando se reunieron el grito sonó por todo el vecindario,Hicieron un escándalo cuando se vieron.,Verdadero,Falso,f,0,124,incongruent_left,0,1,0,1,0,A,f,0,0,0,0,0,35,35,21,,,f,1,0.439127922058,0.633133888245,0.594238996506,0.633133888245,0.368827104568,0.301076889038,1.00196099281,0.266736984253,0.217224121094,1.26869797707,0.349639892578,0.303032159805,1.61833786964,0.319802045822,0.255843877792,1.93813991547,0.367182016373,0.304793834686,2.30532193184,0.367424964905,0.3058989048,2.67274689674,0.568421125412,0.501436948776,3.24116802216,0.618188858032,0.554196119308,3.85935688019,f,1,1.90572810173,None,None,0.46741604805,0.400729894638,4.32677292824,0.485666036606,0.423717021942,4.81243896484,0.451384067535,0.387214899063,5.26382303238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
María acomodó las revistas que Gabriela dejó bajo la cama en el librero cuando las encontró,Las revistas de Gabriela están escondidas bajo la cama.,Verdadero,Falso,j,1,15,incongruent_right,1,1,0,1,0,A,j,0,0,0,0,0,36,36,14,,,j,1,0.454626083374,0.668706893921,0.615235090256,0.668706893921,0.401206016541,0.339511871338,1.06991291046,0.234089136124,0.171633958817,1.30400204659,0.417541027069,0.354702949524,1.72154307365,0.43307185173,0.351574897766,2.15461492538,0.336027145386,0.271739959717,2.49064207077,0.283305883408,0.202433109283,2.77394795418,0.636196136475,0.569720029831,3.41014409065,0.266726016998,0.205178022385,3.67687010765,j,1,2.56021690369,None,None,0.401055812836,0.339349985123,4.07792592049,0.299957990646,0.216741085052,4.37788391113,0.268455982208,0.201503992081,4.64633989334,0.249451160431,0.183516025543,4.89579105377,0.417917966843,0.353554010391,5.31370902061,0.285265922546,0.217955112457,5.59897494316,0.367568016052,0.304751873016,5.96654295921,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Mi hija pintó el cuadro que está en la pared de mi oficina,Tengo arte colgado en mi oficina.,Verdadero,Falso,f,0,219,congruent_right,0,0,1,0,0,A,j,0,0,0,0,0,37,37,48,,,j,1,0.471293926239,1.0699570179,1.03578495979,1.0699570179,0.367136001587,0.32044506073,1.43709301949,0.250505924225,0.203160047531,1.68759894371,0.283578872681,0.21950507164,1.97117781639,0.302945137024,0.256237030029,2.27412295341,0.250352859497,0.187655925751,2.52447581291,0.384362220764,0.322265863419,2.90883803368,0.250607967377,0.189548969269,3.15944600105,0.450943946838,0.38981294632,3.61038994789,f,1,2.12337207794,None,space,0.216868877411,0.171350955963,3.8272588253,0.383394002914,0.33519411087,4.21065282822,0.250324010849,0.201505184174,4.46097683907,0.368791103363,0.319375991821,4.82976794243,,,,,,,,,,,,,,2.27741098404,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
a,a,Verdadero,Falso,f,0,306,single_right,0,0,0,0,1,A,j,0,0,0,0,0,38,38,65,,,j,1,0.488837003708,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
La computadora de Jessica falla con frecuencia,Jessica necesita consultar con un técnico.,Verdadero,Falso,f,0,217,congruent_left,0,0,1,0,0,A,f,0,0,0,0,0,39,39,46,,,f,1,0.352922916412,0.786154031754,0.760142087936,0.786154031754,0.300551176071,0.255365848541,1.08670520782,0.250832796097,0.205028057098,1.33753800392,0.267554044724,0.221255064011,1.60509204865,0.301099061966,0.238523006439,1.90619111061,0.34889292717,0.302339792252,2.25508403778,0.318933010101,0.271118164062,2.57401704788,,,,,,,f,1,2.54470491409,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
La pantalla de mi computadora se me rompió,Mi computadora está en una condición perfecta.,Verdadero,Falso,j,0,221,incongruent_left,0,0,0,1,0,A,f,0,0,0,0,0,40,40,50,,,f,1,0.472710132599,0.634088993073,0.602147102356,0.634088993073,0.267107009888,0.219768047333,0.90119600296,0.200521945953,0.153244018555,1.10171794891,0.351002931595,0.288109064102,1.45272088051,0.21689915657,0.170407056808,1.66962003708,0.184537887573,0.13788485527,1.85415792465,0.433813095093,0.387765884399,2.28797101974,0.318148851395,0.255041122437,2.60611987114,,,,j,1,1.35554814339,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Los novios montaron la mesa que su amigo les dejó en su porche en la cocina de su nuevo apartamento ,Los novios pusieron la mesa en su porche.,Verdadero,Falso,j,1,18,incongruent_left,1,1,0,1,0,A,f,0,0,0,0,0,41,41,17,,,f,1,0.505747079849,0.600929021835,0.539067983627,0.600929021835,0.250731945038,0.170803785324,0.851660966873,0.200500011444,0.120812892914,1.05216097832,0.267755031586,0.188824176788,1.3199160099,0.433642864227,0.353926897049,1.75355887413,0.300992012024,0.220616102219,2.05455088615,0.684556007385,0.620761871338,2.73910689354,0.517987966537,0.404726982117,3.25709486008,0.467633962631,0.385651111603,3.72472882271,j,1,2.31092000008,None,None,0.436187982559,0.322201013565,4.16091680527,0.484344005585,0.4059009552,4.64526081085,0.484460115433,0.404032945633,5.12972092628,0.351573944092,0.272053956985,5.48129487038,0.567427158356,0.486145973206,6.04872202873,0.936164855957,0.873820066452,6.98488688469,0.451122999191,0.371688127518,7.43600988388,0.533365011215,0.436836004257,7.9693748951,,,0.786056041718,0.704534053802,8.75543093681,0.48530292511,0.404372930527,9.24073386192,0.501376152039,0.406410932541,9.74211001396,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Cuando mi madre lavaba la ropa quedaba muy limpia,Mi madre me ayuda con el lavado de ropa.,Verdadero,Falso,f,0,8,congruent_right,1,1,1,0,0,A,j,0,0,0,0,0,42,42,7,,,j,1,0.505895853043,0.584272146225,0.555139780045,0.584272146225,0.36660695076,0.3188560009,0.950879096985,0.369277000427,0.32136797905,1.32015609741,0.366490840912,0.316676139832,1.68664693832,0.435717105865,0.388212203979,2.12236404419,0.801654100418,0.757019996643,2.92401814461,0.485190868378,0.419304847717,3.40920901299,0.751538038254,0.708236932755,4.16074705124,0.418365001678,0.356970071793,4.57911205292,f,1,3.98019599915,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
El mecánico estará de vacaciones solo unos días,El mecánico viaja solo.,Verdadero,Falso,f,0,230,single_left,0,0,0,0,1,A,f,0,0,0,0,0,43,43,59,,,f,1,0.373808860779,0.550012111664,0.517852067947,0.550012111664,0.367587089539,0.322350978851,0.917599201202,0.485400915146,0.439162015915,1.40300011635,0.400336027145,0.355646133423,1.80333614349,0.351567029953,0.287811040878,2.15490317345,0.567224025726,0.521752119064,2.72212719917,0.435532808304,0.38543009758,3.15766000748,0.367501974106,0.323403835297,3.52516198158,,,,j,0,1.40740513802,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
a,a,Verdadero,Falso,f,0,311,congruent_left,0,0,1,0,0,A,f,0,0,0,0,0,44,44,70,,,f,1,0.624523878098,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Ana vació el lavaplatos en la cocina,Ana no ayudó con los quehaceres.,Verdadero,Falso,j,0,206,single_left,0,0,0,0,1,A,f,0,0,0,0,0,45,45,35,,,f,1,0.31013584137,0.666707038879,0.638403892517,0.666707038879,0.317102909088,0.254925012589,0.983809947968,0.301411151886,0.239494800568,1.28522109985,0.467983007431,0.404346942902,1.75320410728,0.483842849731,0.419830083847,2.23704695702,0.284186124802,0.237421989441,2.52123308182,0.286087989807,0.224231004715,2.80732107162,,,,,,,j,1,1.43667602539,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Los alumnos metieron la prueba que la maestra les dio en sus bolsas antes de irse,La maestra se quedó con las pruebas.,Verdadero,Falso,j,0,140,incongruent_left,0,1,0,1,0,A,f,0,0,0,0,0,46,46,29,,,f,1,0.422585010529,0.684992074966,0.629889011383,0.684992074966,0.216916799545,0.154643058777,0.901908874512,0.150750160217,0.0883598327637,1.05265903473,0.367186069489,0.287926912308,1.41984510422,0.2674908638,0.203866004944,1.68733596802,0.217900037766,0.155783891678,1.90523600578,0.367426872253,0.305261850357,2.27266287804,0.651944160461,0.57057595253,2.9246070385,0.517633914948,0.45489192009,3.44224095345,j,1,1.37489700317,None,None,0.433009147644,0.368675947189,3.87525010109,0.451790809631,0.386564970016,4.32704091072,0.419167041779,0.339287042618,4.7462079525,0.333523035049,0.270695924759,5.07973098755,0.299515962601,0.217638015747,5.37924695015,0.467555999756,0.399283885956,5.84680294991,0.302237033844,0.237964868546,6.14903998375,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
El pescado está listo para comer,Vamos a comer pescado.,Verdadero,Falso,f,0,229,congruent_left,0,0,1,0,0,A,f,0,0,0,0,0,47,47,58,,,f,1,0.624374866486,0.667723894119,0.64609503746,0.667723894119,0.133498907089,0.0872328281403,0.801222801208,0.383902072906,0.339273929596,1.18512487411,0.268476009369,0.221696853638,1.45360088348,0.266129016876,0.220772027969,1.71972990036,0.367329120636,0.321382045746,2.087059021,,,,,,,,,,f,1,1.19091510773,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Mi padre me partió el sándwich en dos para llevarlo a clase,Me compré la comida en la escuela. ,Verdadero,Falso,f,0,222,single_left,0,0,0,0,1,A,f,0,0,0,0,0,48,48,51,,,f,1,0.422639131546,0.616641044617,0.582445859909,0.616641044617,0.185287952423,0.121000051498,0.80192899704,0.350306034088,0.288644790649,1.15223503113,0.552176952362,0.502267837524,1.70441198349,0.349506855011,0.300915956497,2.0539188385,0.384121179581,0.318182945251,2.43804001808,0.401113986969,0.354475021362,2.83915400505,0.335244894028,0.271311998367,3.17439889908,0.384752988815,0.33965921402,3.55915188789,j,0,1.52403402328,None,None,0.400143146515,0.338078975677,3.95929503441,0.268705844879,0.222015142441,4.22800087929,0.416177988052,0.371016979218,4.64417886734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
El mecánico arregló el carro rápido,El mécanico trabaja de una manera eficiente.,Verdadero,Falso,f,0,227,incongruent_right,0,0,0,1,0,A,j,0,0,0,0,0,49,49,56,,,j,1,0.609899044037,0.750694990158,0.723047971725,0.750694990158,0.349689006805,0.30430316925,1.10038399696,0.200889825821,0.152306079865,1.30127382278,0.484369039536,0.452378988266,1.78564286232,0.267101049423,0.218523979187,2.05274391174,0.353182077408,0.3224401474,2.40592598915,,,,,,,,,,f,1,1.94072890282,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
La profesora dejó la galleta que compró en el mercado en su cartera durante la clase,La galleta estaba en la cartera durante la clase.,Verdadero,Falso,f,0,13,congruent_left,1,1,1,0,0,A,f,0,0,0,0,0,50,50,12,,,f,1,0.51097202301,0.734318971634,0.639742851257,0.734318971634,0.134224891663,0.0209770202637,0.868543863297,0.468011140823,0.371781110764,1.33655500412,0.249552965164,0.155288934708,1.58610796928,0.317936897278,0.237691879272,1.90404486656,0.368920087814,0.256234884262,2.27296495438,0.299374103546,0.203855991364,2.57233905792,0.31733083725,0.249945878983,2.88966989517,0.335941076279,0.273021221161,3.22561097145,f,1,1.69283986092,None,None,0.233963012695,0.156172037125,3.45957398415,0.200053930283,0.13538312912,3.65962791443,0.367918968201,0.289910078049,4.02754688263,0.250954151154,0.171113967896,4.27850103378,0.24998497963,0.170683860779,4.52848601341,0.534267902374,0.453125,5.06275391579,0.282880067825,0.218754053116,5.34563398361,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Los trabajadores colocaron los avisos que su jefe les dejó en la carpeta en la puerta de la oficina,Los avisos están colgados en la puerta.,Verdadero,Falso,f,0,20,congruent_right,1,1,1,0,0,A,j,0,0,0,0,0,51,51,19,,,j,1,0.456911087036,0.701815128326,0.596410036087,0.701815128326,0.150724887848,0.0213620662689,0.852540016174,0.283601999283,0.152767181396,1.13614201546,0.38460111618,0.254045009613,1.52074313164,0.41827082634,0.287811040878,1.93901395798,0.434098005295,0.320636987686,2.37311196327,0.451470136642,0.372056007385,2.82458209991,0.450999975204,0.37003493309,3.27558207512,0.434166908264,0.320396184921,3.70974898338,f,1,1.8882329464,None,None,0.351342201233,0.254462957382,4.06109118462,0.4343957901,0.350697040558,4.49548697472,0.317636013031,0.237636089325,4.81312298775,0.452871084213,0.355670928955,5.26599407196,0.36750793457,0.290189027786,5.63350200653,0.367019176483,0.28514790535,6.00052118301,0.266823768616,0.187021017075,6.26734495163,0.53355717659,0.452991962433,6.80090212822,,,0.702497005463,0.620287895203,7.50339913368,0.418432950974,0.321768045425,7.92183208466,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
a,a,Verdadero,Falso,f,0,302,single_right,0,0,0,0,1,A,j,0,0,0,0,0,52,52,61,,,j,1,0.50425696373,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Después de que llegué el maratón empezó inmediatamente,Llegué para ver el inicio de la carrera.,Verdadero,Falso,f,0,121,incongruent_right,0,1,0,1,0,A,j,0,0,0,0,0,53,53,20,,,j,1,0.522667884827,0.683226108551,0.649888038635,0.683226108551,0.401656866074,0.353509902954,1.08488297462,0.267655134201,0.217586040497,1.35253810883,0.283840894699,0.239461183548,1.63637900352,0.401712179184,0.335792064667,2.03809118271,0.434705972672,0.389330863953,2.47279715538,0.667994022369,0.6052069664,3.14079117775,0.501448869705,0.435699939728,3.64224004745,,,,f,1,2.67760205269,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
El cocinero lava las verduras en el fregadero,El cocinero prepara las verduras él mismo.,Verdadero,Falso,f,0,204,single_right,0,0,0,0,1,A,j,0,0,0,0,0,54,54,33,,,j,1,0.522979021072,0.701462984085,0.669143915176,0.701462984085,0.350790023804,0.304888010025,1.05225300789,0.517461061478,0.472674131393,1.56971406937,0.484802007675,0.440494060516,2.05451607704,0.384380102158,0.335528850555,2.4388961792,0.484800815582,0.43527507782,2.92369699478,0.367169141769,0.321785926819,3.29086613655,0.383255958557,0.335139989853,3.67412209511,,,,f,1,4.93307209015,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Después de lavar la ropa Antonio prepara la cena,Antonio hace varios deberes por la noche.,Verdadero,Falso,j,0,215,incongruent_right,0,0,0,1,0,A,j,0,0,0,0,0,55,55,44,,,j,1,0.671415090561,0.719069004059,0.680016994476,0.719069004059,0.449275970459,0.402069091797,1.16834497452,0.267892122269,0.206624031067,1.43623709679,0.300713062286,0.219265937805,1.73695015907,0.418776988983,0.371340036392,2.15572714806,0.333333015442,0.288573980331,2.4890601635,0.385334968567,0.338157892227,2.87439513206,0.401239871979,0.356031179428,3.27563500404,0.334702968597,0.288479804993,3.61033797264,j,1,1.95763206482,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Los estudiantes hicieron el trabajo en equipo en la biblioteca,Los estudiantes hicieron la tarea en el café.,Verdadero,Falso,j,0,202,single_left,0,0,0,0,1,A,f,0,0,0,0,0,56,56,31,,,f,1,0.506029844284,0.633262872696,0.595934152603,0.633262872696,0.318374156952,0.267821788788,0.951637029648,0.267699956894,0.22252702713,1.21933698654,0.383868932724,0.320051908493,1.60320591927,0.266416072845,0.203428030014,1.86962199211,0.484098911285,0.419704198837,2.3537209034,0.251621961594,0.188009023666,2.60534286499,0.335227012634,0.268485069275,2.94056987762,0.334292173386,0.289263963699,3.27486205101,j,1,1.67355895042,None,None,0.283645868301,0.222596883774,3.55850791931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Mis hijas están saltando la cuerda en el jardín,A mis hijas no les gusta jugar en el jardín.,Verdadero,Falso,j,0,226,single_left,0,0,0,0,1,A,f,0,0,0,0,0,57,57,55,,,f,1,0.49175786972,0.684209823608,0.630852937698,0.684209823608,0.151363134384,0.103721857071,0.835572957993,0.402196884155,0.355148077011,1.23776984215,0.316596984863,0.25576710701,1.55436682701,0.301990032196,0.252116203308,1.85635685921,0.382578134537,0.304546117783,2.23893499374,0.41815495491,0.335547924042,2.65708994865,0.401291847229,0.354393005371,3.05838179588,0.383319139481,0.332708120346,3.44170093536,j,1,1.89009904861,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Jaime metió el chaleco que su pareja dejó en el clóset cuando regresaron,La pareja de Jaime no colgó su chaleco cuando volvió. ,Verdadero,Falso,f,0,133,incongruent_right,0,1,0,1,0,A,j,0,0,0,0,0,58,58,26,,,j,1,0.521832942963,0.651299953461,0.604760885239,0.651299953461,0.283883094788,0.216900110245,0.935183048248,0.284399986267,0.239451885223,1.21958303452,0.282831907272,0.203091144562,1.50241494179,0.267683029175,0.203351020813,1.77009797096,0.335042953491,0.271806955338,2.10514092445,0.334917068481,0.271264076233,2.44005799294,0.283478021622,0.223325967789,2.72353601456,0.282095909119,0.218683958054,3.00563192368,j,0,2.26014113426,None,None,0.251320123672,0.185235977173,3.25695204735,0.568802833557,0.503729820251,3.82575488091,0.368564128876,0.285901069641,4.19431900978,0.518373012543,0.457504987717,4.71269202232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Mientras el padre leía la biblia antigua se partió en dos ,La biblia se quedó intacta.,Verdadero,Falso,j,1,7,incongruent_right,1,1,0,1,0,A,j,0,0,0,0,0,59,59,6,,,j,1,0.455569028854,0.617574930191,0.583672046661,0.617574930191,0.38455414772,0.323755025864,1.00212907791,0.266098976135,0.186630964279,1.26822805405,0.267917871475,0.220969200134,1.53614592552,0.519206047058,0.473145008087,2.05535197258,0.300390958786,0.253957986832,2.35574293137,0.350687026978,0.306442975998,2.70642995834,0.50158405304,0.452078104019,3.20801401138,0.416151046753,0.36731505394,3.62416505814,j,1,1.90970087051,None,None,0.418933868408,0.369513034821,4.04309892654,0.38299202919,0.335058927536,4.42609095573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Después de que limpiaron la casa brillaba por todas partes,Todavía tienen que limpiar la sala.,Verdadero,Falso,j,1,2,incongruent_left,1,1,0,1,0,A,f,0,0,0,0,0,60,60,1,,,f,1,0.506927013397,0.734282016754,0.69304394722,0.734282016754,0.251191139221,0.190299034119,0.985473155975,0.282903909683,0.220137834549,1.26837706566,0.167390108109,0.0996539592743,1.43576717377,0.535384893417,0.488517999649,1.97115206718,0.435065984726,0.373271942139,2.40621805191,0.365869998932,0.319714069366,2.77208805084,0.45299911499,0.372045040131,3.22508716583,0.350368022919,0.286090135574,3.57545518875,j,1,1.27238988876,None,None,0.334491968155,0.288921833038,3.90994715691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
El mesero vació el vino que los clientes dejaron en la mesa en el fregadero después de que se fueron,Los clientes se fueron sin tomar todo el vino. ,Verdadero,Falso,f,0,17,congruent_left,1,1,1,0,0,A,f,0,0,0,0,0,61,61,16,,,f,1,0.471657037735,0.683895111084,0.628772974014,0.683895111084,0.351192951202,0.267847061157,1.03508806229,0.149497032166,0.070121049881,1.18458509445,0.30020904541,0.218176841736,1.48479413986,0.904232978821,0.840021848679,2.38902711868,0.283819913864,0.207516908646,2.67284703255,0.28262591362,0.202500104904,2.95547294617,0.302294969559,0.221505880356,3.25776791573,0.384779214859,0.305129051208,3.64254713058,f,1,2.25694704056,None,None,0.350279808044,0.254390954971,3.99282693863,0.418178081512,0.338590860367,4.41100502014,0.233391046524,0.154011964798,4.64439606667,0.316534996033,0.21911406517,4.9609310627,0.250540971756,0.185475111008,5.21147203445,0.401863098145,0.337134122849,5.6133351326,0.268266916275,0.189720153809,5.88160204887,0.332901000977,0.253465890884,6.21450304985,,,0.268301010132,0.205239057541,6.48280405998,0.249500989914,0.168818950653,6.7323050499,0.235017061234,0.169965982437,6.96732211113,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Mis amigas se reunieron en la escuela para ir a jugar fútbol,Jugaron béisbol mis amigas.  ,Verdadero,Falso,j,0,209,incongruent_left,0,0,0,1,0,A,f,0,0,0,0,0,62,62,38,,,f,1,0.539921998978,0.66751408577,0.628067970276,0.66751408577,0.386108875275,0.339315891266,1.05362296104,0.317049026489,0.251418113708,1.37067198753,0.384723901749,0.323390960693,1.75539588928,0.284129142761,0.221062898636,2.03952503204,0.300414085388,0.238130807877,2.33993911743,0.218200922012,0.156657218933,2.55814003944,0.383569002151,0.337363004684,2.9417090416,0.23179101944,0.18526506424,3.17350006104,j,1,1.59327292442,None,None,0.268106937408,0.218394041061,3.44160699844,0.233829021454,0.185296058655,3.6754360199,0.234407901764,0.186789035797,3.90984392166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Antes de correr su primer maratón María tuvo que correr mucho para practicar,María corrió el maratón sin entrenarse.,Verdadero,Falso,f,0,210,single_left,0,0,0,0,1,A,f,0,0,0,0,0,63,63,39,,,f,1,0.48521399498,0.650521993637,0.59707903862,0.650521993637,0.283822059631,0.221704006195,0.934344053268,0.200757980347,0.134096860886,1.13510203362,0.182914972305,0.119251012802,1.31801700592,0.184720039368,0.120914936066,1.50273704529,0.267697095871,0.184941053391,1.77043414116,0.401619911194,0.335942029953,2.17205405235,0.316601037979,0.254021883011,2.48865509033,0.301601886749,0.240954875946,2.79025697708,j,0,2.00611305237,None,None,0.267357110977,0.205235958099,3.05761408806,0.282780885696,0.217180013657,3.34039497375,0.366767168045,0.31628704071,3.7071621418,0.252493858337,0.187168121338,3.95965600014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
Después de que comieron el pollo se enfrió inmediatamente ,Comieron el pollo caliente.,Verdadero,Falso,f,0,1,congruent_left,1,1,1,0,0,A,f,0,0,0,0,0,64,64,0,,,f,1,0.473190069199,0.650183916092,0.606203794479,0.650183916092,0.366805076599,0.303495168686,1.01698899269,0.151357889175,0.0872359275818,1.16834688187,0.267851114273,0.221800804138,1.43619799614,0.316910028458,0.271296024323,1.7531080246,0.367830038071,0.304222822189,2.12093806267,0.450653791428,0.403202056885,2.5715918541,0.335512161255,0.288146018982,2.90710401535,0.450459003448,0.388342142105,3.3575630188,j,0,1.3758149147,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
a,a,Verdadero,Falso,f,0,308,congruent_right,0,0,1,0,0,A,j,0,0,0,0,0,65,65,67,,,j,1,0.537860870361,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
El reloj de mi mamá tiene diamantes pero le queda muy bien,Mi madre tiene un reloj bonito.,Verdadero,Falso,f,0,223,congruent_right,0,0,1,0,0,A,j,0,0,0,0,0,66,66,52,,,j,1,0.403378009796,0.717687129974,0.681587219238,0.717687129974,0.300160884857,0.236970901489,1.01784801483,0.184569120407,0.137771129608,1.20241713524,0.250752925873,0.189383029938,1.45317006111,0.184427976608,0.123707056046,1.63759803772,0.451173067093,0.402719974518,2.08877110481,0.250443935394,0.205370903015,2.33921504021,0.367175102234,0.321100950241,2.70639014244,0.167543888092,0.122977972031,2.87393403053,f,1,2.07328987122,None,None,0.300429105759,0.254836082458,3.17436313629,0.267979860306,0.221605062485,3.4423429966,0.332118988037,0.269903182983,3.77446198463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,58.75650876590856,Dissertation,2018_Jul_18_2124,1,
